ICR 53,"Loren Chasse, Phil Mouldycliff, Colin Potter, Keith Rowe",Debris Field Ambient Wash,ICR,"CD, Album",,2006,1056549,Avantgarde,2010-04-07 01:19:56,,,
"WAR. 2704, WAR2704",Jungle Brothers,Straight Out The Jungle,"Idlers, Idlers, Warlock Records, Warlock Records","LP, RE, Album",4,0,2301062,Hip Hop,2010-06-06 04:59:22,,,
IMS 109,"P.P. Arnold / Immediate All Stars, The*",The First Cut Is The Deepest / King Of Kings,Immediate,"7"", Single",4,1976,2703811,Soul,2013-02-09 07:20:07,,,
"AS-77, A-77",John Coltrane,A Love Supreme,"Impulse!, ABC Records","LP, Album, RP, Gat",5,0,2209549,Jazz,2010-07-20 11:52:41,,,
"AS-9185, B0012625-01",Alice Coltrane,Huntington Ashram Monastery,"Impulse!, Universal Music Special Markets","LP, Album, RE, 180",5,2009,2078742,Jazz,2013-07-19 12:39:33,,,
INFRA LP 001,J Majik,Slow Motion,Infrared,"3x12"", Album",4,1997,31515,"Rave, Jungle & Drum'n'bass",,,,
234.631,Hashim,Al-Naafiysh (The Soul),Injection Disco Dance Label,"12"", EP",5,1984,225162,Electronic,,,,
inta 001 cd,FFWD,FFWD,"Inter-Modo, Discipline Records (3)","CD, Album",5,1994,42818,Ambient,,,,
100.456,Inner Circle,Music Machine,Island Records,"7"", Single",4,1979,906472,Reggae,2010-04-08 03:47:50,,,
203 481,Grace Jones,Nightclubbing,Island Records,"LP, Album",3,1981,96049,"Disco, No-Wave & Pop",,,,
300 152-406,Bob Marley & The Wailers,Babylon By Bus,Island Records,"2xLP, Album",4,1978,550028,Reggae,,,,
600 934,Tom Tom Club,The Man With The 4-Way Hips,Island Records,"12""",2,1983,1641375,"Disco, No-Wave & Pop",2010-06-06 05:14:50,,,
74321 17440 2,Orb*,Live 93,Island Records,"2xCD, Album",4,1993,13938,Electronic,,,,
87 715 IT,White Noise,An Electric Storm,Island Records,"LP, Album",5,1973,877848,Rock,,,,
9376 XOT,Bob Marley & The Wailers,Live!,Island Records,"LP, Album, RE",5,1975,922282,Reggae,,,,
ILPM 9686,Tom Tom Club,Tom Tom Club,Island Records,"LP, Album",5,1982,72205,"Disco, No-Wave & Pop",,,,
ILPS 9256,"Wailers, The",Burnin',Island Records,"LP, Album",4,1973,550415,Reggae,2010-06-06 03:55:35,,,
74321 20229 2,Orb*,Pomme Fritz,"Island Records, Inter-Modo","CD, MiniAlbum",4,1994,101160,Electronic,,,,
"12 IS 609, 854 315-1",Orb*,Oxbow Lakes,"Island Records, Island Records","12"", 1",4,1995,199486,Electronic,,,,
"12 ISX 609, 854 317-1",Orb*,Oxbow Lakes,"Island Records, Island Records","12"", 2",4,1995,90082,Electronic,,,,
"200459, 200.459",Linton Kwesi Johnson,Forces Of Victory,"Island Records, Island Records","LP, Album",5,1979,1382964,Reggae,2010-04-08 05:53:51,,,
"204 217, 204 217-250","B-52's, The",Mesopotamia,"Island Records, Island Records","LP, MiniAlbum",3,1982,162735,"Disco, No-Wave & Pop",,,,
"524 087-2, CID 8037",Orb*,Orbus Terrarum,"Island Records, Island Records","CD, Album, Ltd",5,1995,93060,Electronic,,,,
162-535 006-2,Orb*,U.F.Orb,Island Red Label,"CD, Album",4,1992,2728,Electronic,,,,
"162-535 005-2, none","Orb, The",The Orb's Adventures Beyond The Ultraworld,"Island Red Label, Island Records, Inter-Modo","2xCD, Album",5,0,2727,Electronic,,,,
"IMCD 94, 842 923-2",Nick Drake,Pink Moon,"Island Remasters, Island Records","CD, Album, RM, RE",4,0,414348,Folk,2009-09-30 01:34:01,,,
88697-18240-2,Eddie Vedder,Into The Wild (Music For The Motion Picture),J Records,"CD, Album",4,2007,1486402,Rock,2010-06-13 06:25:49,,,
JV 607,Lonnie Liston Smith / Chakachas / Third World,Expansion / Jungle Fever / Now That We Found Love,"J.V.S. Records, Inc.","12"", Ltd, Unofficial",3,0,483799,Funk,,,,
JAG135,Bon Iver,"Bon Iver, Bon Iver",Jagjaguwar,"LP, Album, Gat",5,2011,2940876,Folk,2011-07-05 01:58:38,,,
JM.023,Nina Simone,Funkier Than A Mosquito's Tweeter / Save Me,Jazzman,"7""",5,2002,295051,Funk,2010-03-30 05:57:17,,,
JB096,Laura Gibson,La Grande,Jealous Butcher Records,"LP, Album, Ltd, Ora",5,2012,3355490,Folk,2012-02-21 11:43:33,Mint (M),Mint (M),
jjcd001,Steve Roden,View,Jennjoy Gallery,CD,4,1999,809876,Avantgarde,,,,
01241-41490-2,A Tribe Called Quest,Midnight Marauders,Jive,"LP, Ltd, Num, RE, Red",5,2014,5850869,Hip Hop,2014-08-19 10:29:14,,,
01241-41517-1,KRS-One,Return Of The Boom Bap,Jive,2xLP,5,1993,96829,Hip Hop,,,,
01241-41587-1,A Tribe Called Quest,"Beats, Rhymes And Life",Jive,"2xLP, Album",4,1996,151574,Hip Hop,,,,
HIP  80,Boogie Down Productions,Ghetto Music: The Blueprint Of Hip Hop,Jive,"LP, Album",3,1989,102883,Hip Hop,,,,
HIP 179,KRS-One,I Got Next,Jive,2xLP,4,1997,234426,Hip Hop,,,,
HIP 96,A Tribe Called Quest,People's Instinctive Travels And The Paths Of Rhythm,Jive,"LP, Album",4,1990,210097,Hip Hop,,,,
ZL 74940,A Tribe Called Quest,The Low End Theory,Jive,"LP, Album",5,1991,94800,Hip Hop,,,,
ZT 43190,Boogie Down Productions,Bo! Bo! Bo!,Jive,"12"", Maxi",3,1989,363461,Hip Hop,2010-06-06 05:03:20,,,
LP TOT  2,"Future Sound Of London, The",Accelerator,Jumpin' & Pumpin',"LP, Album",5,1992,61778,Techno,,,,
LP TOT 31,Various,Jungle Tekno 8 - Hardstep - Drum 'N' Bass,Jumpin' &amp; Pumpin',"2xLP, Comp",3,1995,187921,"Rave, Jungle & Drum'n'bass",2010-06-06 06:22:17,,,
"12TOT 17R, 12 TOT 17R","Future Sound Of London, The",Papua New Guinea,"Jumpin' &amp; Pumpin', Jumpin' &amp; Pumpin'","12""",5,1992,6352,Techno,,,,
12 TOT 46,"Future Sound Of London, The",Archived,Jumpin' & Pumpin',"12""",5,2007,982509,Electronic,,,,
KICK CD 1,Various,Champion Sound - The Best Of Kickin Volume 1,Kickin Records,"CD, Comp",2,1991,182799,"Rave, Jungle & Drum'n'bass",,,,
KICK CD 12,Various,Hardleaders 5 Presents Jungle Dub,Kickin Records,"CD, Comp",3,1994,59784,"Rave, Jungle & Drum'n'bass",,,,
KICK CD 7,Various,Hard Leaders III - Enter The Darkside,Kickin Records,"CD, Comp",2,1993,96731,"Rave, Jungle & Drum'n'bass",,,,
KICKCD17,Various,Hardleaders 6 Presents Jungle Dub 2,Kickin Records,"CD, Comp",3,1995,89462,"Rave, Jungle & Drum'n'bass",,,,
KS 003 LP,Sun Ra,Sun Ra Dedication: The Myth Lives On,Kindred Spirits,"2x12"", Comp",5,2003,209350,Electronic,,,,
KS 021 LP,Build An Ark,Dawn,Kindred Spirits,"2xLP, Album",5,2007,1100159,Jazz,2010-07-20 11:30:51,,,
KY01042CD,Raz Ohara,The Last Legend,Kitty-Yo,"CD, Album",3,2001,219884,Rock,,,,
KK 117,Psychick Warriors Ov Gaia,Out Now!,KK Records,"12""",3,1994,24492,Techno,,,,
KK 150,Unit Moebius,Status,KK Records,"2xLP, Comp",3,1996,88035,Techno,,,,
"Kk 117 cds, 390 1117 3",Psychick Warriors Ov Gaia,Out Now!,"KK Records, KK Records","CD, Maxi",3,1994,90525,Techno,,,,
KMS 017,Reese & Santonio,Truth Of Self Evidence,KMS,"12""",4,1988,43180,Techno,,,,
KRANK 025,Pan•American,Pan•American,Kranky,LP,5,1997,366457,Avantgarde,2009-11-12 02:30:46,,,
KRANK 100 LP,Stars Of The Lid,Stars Of The Lid And Their Refinement Of The Decline,Kranky,"3xLP, Album",5,2007,953800,Ambient,,,,
88697702742-OS,Miles Davis,Bitches Brew,Legacy,"2xLP, Album, RE, 180 + 3xCD, Album + DVD-V, NTSC +",5,2010,2474336,Jazz,2010-10-20 09:11:55,,,
LEX003,Boom Bip,Mannequin Hand Trapdoor I Reminder,Lex Records,"12"", Maxi",4,2002,63470,Hip Hop,,,,
3984 28222-2,Joy Division,Still,London Records,"CD, Album, RE",3,2000,615476,Rock,2011-07-12 06:19:12,,,
"RPROLP4555, RPROLP 4555",Wu-Tang Clan,Pinky Ring,"Loud Records, Loud Records","12""",4,2001,854163,Hip Hop,,,,
M-12012,Z.Z. Hill,Second Chance / I Think I'd Do It,Mankind (2),"7""",5,1972,1040164,Funk,,,,
OLE 202-2,Cat Power,What Would The Community Think,Matador,"CD, Album",3,1996,381705,Rock,,,,
OLE 286-2,Cat Power,Moon Pix,Matador,"CD, Album",3,1998,1236437,Rock,,,,
OLE 426-2,Cat Power,The Covers Record,Matador,"CD, Album",3,2000,1236446,Rock,,,,
OLE 427-2,Cat Power,You Are Free,Matador,"CD, Album",3,2003,1093051,Rock,,,,
OLE 744-2,Cat Power,The Greatest,Matador,"CD, Album, RE, Sli",4,2006,988542,Rock,,,,
OLE-773-2,Cat Power,Sun,Matador,"CD, Album, Dig",,2012,3841883,Rock,2012-09-08 12:23:45,,,
"OLE 794-2, OLE 754-2",Cat Power,Jukebox,"Matador, Matador","CD, Album",4,2008,1225118,Rock,,,,
258 906-7,Colonel Abrams,"Trapped (7"" Version)",MCA Records,"7"", Single",3,1985,187058,"Disco, No-Wave & Pop",2010-04-08 03:51:07,,,
"MAPS 8077, 5C 062-96897",Deodato*,First Cuckoo,"MCA Records, EMI-Bovema Holland","LP, Album",3,1975,1288271,Jazz,2010-06-05 10:02:47,,,
Melo073cd,Dark Dark Dark,Wild Go / Bright Bright Bright,Melodic,"2xCD, Comp",4,2011,2893940,Rock,2011-06-03 04:30:31,,,
MEN 1,AFX*,2 Remixes By AFX,Men Records,"12"", Whi",4,2001,8433,Electronic,,,,
MEN 1 CD,AFX*,2 Remixes By AFX,Men Records,"CD, Single",4,2001,19175,Electronic,,,,
MEN 2,AFX*,Smojphace EP,Men Records,"12"", EP",4,2003,154004,Electronic,,,,
MERCK BA,Machine Drum,Half The Battle,Merck,"12"", Ltd",4,2002,90011,Electronic,2010-04-07 02:32:24,,,
6302 061,Steve Miller Band,Circle Of Love,Mercury,"LP, Album",3,1981,759189,"Disco, No-Wave & Pop",2010-06-06 03:59:09,,,
6303 925,Steve Miller Band,Fly Like An Eagle,Mercury,"LP, Album",4,1976,569816,Rock,2010-06-06 05:34:09,,,
MET H 015,Doc Scott,Drumz '95 (Nasty Habits Remix) / Blue Skies,Metalheadz,"12""",4,1995,5553,"Rave, Jungle & Drum'n'bass",,,,
MET H 019,Rufige Kru,T3,Metalheadz,"12""",4,1996,227,"Rave, Jungle & Drum'n'bass",,,,
MET H 023,Adam F,Metropolis / Mother Earth,Metalheadz,"12""",5,1996,5560,"Rave, Jungle & Drum'n'bass",,,,
MET008,Photek,Natural Born Killa EP,Metalheadz,"12"", EP",5,1995,5514,"Rave, Jungle & Drum'n'bass",2011-04-15 02:35:44,,,
METH 002,DJ Peshay*,Psychosis / Represent,Metalheadz,"12"", MP",5,1994,1331022,"Rave, Jungle & Drum'n'bass",2010-06-03 07:26:14,,,
METH 037,Rufige Kru,Beachdrifta / Stormtroopa VIP,Metalheadz,"12""",4,2001,3790,"Rave, Jungle & Drum'n'bass",,,,
8573869041,Various,Metalheadz Presents Platinum Breakz 03,"Metalheadz, FFRR","4x12"", Comp",4,2001,19812,"Rave, Jungle & Drum'n'bass",,,,
"MET H 035, METH 35",Total Science,Silent Reign,"Metalheadz, Metalheadz","12""",4,1999,5570,"Rave, Jungle & Drum'n'bass",,,,
M-001,Model 500,No UFO's,Metroplex,"12"", RP",5,0,3113,Techno,,,,
M-004,Model 500,Play It Cool,Metroplex,"12"", Lig",3,1986,20046,Techno,,,,
2315 255,Michael Viner's Incredible Bongo Band*,Bongo Rock,MGM Records,"LP, Album",5,1973,187413,Funk,,,,
"2 315 002, 2315 002",Various,Zabriskie Point (Bande Originale Du Film De Michelangelo Antonioni),"MGM Records, MGM Records","LP, Comp, RE",,1979,821556,Rock,2014-07-28 03:32:25,,,
36287-0,Various,ArtDontSleep Presents... From L.A. With Love,Milan,"2xLP, Comp",4,2007,1057220,Electronic,2010-09-16 01:26:26,,,
MOSCD303,Carl Craig,Masterpiece: Created By Carl Craig,Ministry Of Sound,"CD, Mixed + 2xCD, Comp",3,2013,4688311,Mixes,2013-08-17 07:02:14,,,
MW 078 LP,Liquid Liquid,Liquid Liquid,Mo Wax,"2xLP, Comp",5,1997,135462,"Disco, No-Wave & Pop",2014-06-01 02:24:37,,,
MW 096,Liquid Liquid,Bell Head,Mo Wax,"12""",5,1998,53549,Funk,,,,
MW LP 003,Various,Royaltie$ Overdue,Mo Wax,"2xLP, Comp",4,1994,84482,Hip Hop,,,,
MW LP 026,Various,Headz (A Soundtrack Of Experimental Beathead Jams.),Mo Wax,"3xLP, Comp, Gat",5,1994,17268,Hip Hop,,,,
MW029,Palm Skin Productions,The Beast,Mo Wax,"12""",4,1994,30078,Electronic,,,,
MW037R,Rob Dougan,Clubbed To Death #2,Mo Wax,"12""",4,1995,21618,Hip Hop,,,,
MW039LP,DJ Krush,Meiso,Mo Wax,"2xLP, Album",5,1995,73033,Hip Hop,,,,
MW042X,DJ Krush,Meiso,Mo Wax,"12""",5,1996,5060,Hip Hop,,,,
MW060CD,DJ Krush,Only The Strong Survive,Mo Wax,"CD, Single, Car",5,1996,18990,Hip Hop,,,,
MW084,D.J. Shadow*,Q-Bert Mix-Live!!,Mo Wax,"12"", Mixed",3,1997,15898,Hip Hop,2010-06-06 04:52:35,,,
MWCD025,DJ Krush,Strictly Turntablized,Mo Wax,"CD, Album",5,1994,10442,Hip Hop,,,,
MWLP025,DJ Krush,Strictly Turntablized,Mo Wax,"2xLP, Album",5,1994,31602,Hip Hop,,,,
MWR 114,"Quannum* Feat. Lyrics Born & Poets Of Rhythm, The",I Changed My Mind,Mo Wax,"12"", Single",5,1999,70180,Hip Hop,,,,
MWR 127,Nigo,Kung Fu Fightin',Mo Wax,"12""",,2000,268044,Hip Hop,2010-06-06 04:55:05,,,
MWR 136,Major Force,The Re-Return Of The Original Art-Form (Reinterpreted By DJ Format),Mo Wax,"12""",3,2000,53546,Funk,,,,
"MW023, 581 587-1",La Funk Mob,Breaking Boundaries Messing Up Heads E.P. (Casse Les Frontieres Fou Les Tetes En L'air),"Mo Wax, Mo Wax","2x12"", EP, RP",4,1996,29578,Electronic,,,,
"MW033, MW0 33",DJ Krush / DJ Shadow,A Whim / 89.9 Megamix + Bonus Beats,"Mo Wax, Mo Wax","12""",5,1995,46788,Hip Hop,,,,
MWEX008,Stasis,History Of Future E.P.,Mo Wax Excursions,"12"", EP",5,1996,31604,Techno,,,,
MWEX009,Solo* Featuring J.T. (4),Pressure,Mo Wax Excursions,"12""",3,1996,15670,"Rave, Jungle & Drum'n'bass",,,,
February 2010,"Amorphous Androgynous, The*",Mojo Proudly Presents A Monstrous Psychedelic Bubble Exploding In Your Mind,Mojo Magazine,"CD, Comp, Mixed",4,2010,2088114,Mixes,2010-01-21 03:50:09,,,
MM024,Phonem,Ilisu,Morr Music,LP,4,2002,58280,Electronic,,,,
"MM020, MORRMUSIC ··· 020",múm,Please Smile My Noise Bleed,"Morr Music, Morr Music","LP, MiniAlbum",4,2001,115556,Electronic,,,,
012 153 868-2,Marvin Gaye,"""Love Starved Heart"" (Expanded Edition)",Motown,"CD, Comp",4,1999,1614273,Soul,2013-07-09 02:01:33,,,
064 022-2,Marvin Gaye,What's Going On,Motown,"CD, Album, RE, RM",5,2002,477832,Soul,,,,
7C 156-62492/3,Stevie Wonder,Journey Through The Secret Life Of Plants,Motown,2xLP,4,1979,218322,Soul,,,,
100•07•056,Stevie Wonder,Master Blaster (Jammin'),"Motown, Bellaphon","7"", Single",3,1981,1323416,"Disco, No-Wave & Pop",2010-04-08 03:49:12,,,
SHADOW  97,Dom & Roland,Storm / Sonic Shock,Moving Shadow,"12""",3,1996,19378,"Rave, Jungle & Drum'n'bass",,,,
SHADOW 100R2,Dom* & Rob* & Goldie,The Shadow (Rick Smith Remixes),Moving Shadow,"12"", Ltd",5,1997,48010,"Rave, Jungle & Drum'n'bass",,,,
SHADOW 110,E-Z Rollers,Synesthesia / Fever,Moving Shadow,"12""",5,1997,73473,"Rave, Jungle & Drum'n'bass",,,,
SHADOW 117,Dom* & Matrix,The Vandal / Footsteps,Moving Shadow,"12""",4,1997,1755,"Rave, Jungle & Drum'n'bass",,,,
NEO 19 LP,Deru,Pushing Air,Neo Ouija,"LP, Album",3,2003,222068,Electronic,,,,
NWKBBT4,Model 500 / Mayday,Network Retro #4 - Back 2 Back Classics,Network Records,"12"", Ltd, RM, Cle",5,1993,77564,Techno,,,,
NWKT 17,XON,The Mood Set,Network Records,"12""",3,1991,4990,Techno,,,,
NWKT 34,Altern 8,Activ 8 (Come With Me),Network Records,"12""",4,1991,18061,"Rave, Jungle & Drum'n'bass",,,,
NWKT30,Forgemasters,The Black Steel E.P.,Network Records,"12"", EP",4,1991,4988,Techno,,,,
REG 103,Juan Atkins,Fast Forward,New Religion,"12""",4,2004,344225,Techno,,,,
ZEN  51 QP,Various,Quannum Presents Solesides - Greatest Bumps,Ninja Tune,"4xLP, Comp",4,2000,170469,Hip Hop,,,,
ZEN 12101,Wagon Christ,Ataride / Tomorrow Acid,Ninja Tune,"12""",3,2001,31120,Electronic,,,,
ZEN 192,FaltyDL,Hardcourage,Ninja Tune,"2x12"", Album, Gat",5,2013,4229693,Electronic,2013-02-09 07:16:20,,,
ZEN 38,"Irresistible Force, The",It's Tomorrow Already,Ninja Tune,"2xLP, Album",4,1998,30956,Electronic,2014-05-20 04:10:25,,,
zen CDS170,Bonobo,Live Sessions,Ninja Tune,"Minimax, EP",5,2005,467532,Electronic,2010-02-23 01:46:43,,,
ZEN200,Machinedrum*,Vapor City,Ninja Tune,"2xLP, Album, Ltd, Whi",5,2013,4945716,Electronic,2013-09-30 03:52:18,,,
ZENCD149,Blockhead,The Music Scene,Ninja Tune,"CD, Album",3,2009,2098895,Electronic,2010-11-03 12:22:21,,,
7559-79962-2,Steve Reich,Phases: A Nonesuch Retrospective,Nonesuch,"5xCD + Box, Comp",5,2006,812927,Classical,2009-11-08 05:33:55,,,
none,CocoRosie,"Coconuts, Plenty Of Junk Food",Not On Label,"CD, EP, Dig",5,2009,1813879,Folk,2010-05-18 06:15:05,,,
none,Ital Tek,Amnesty EP,Not On Label,"4xFile, MP3, EP, 320",4,2011,3984865,Electronic,2014-06-20 07:03:07,,,
CURVED 01,Curve,Falling Free,"Not On Label (Curve), Not On Label (Aphex Twin)","12"", Unofficial, S/Sided, W/Lbl",5,2003,223267,Electronic,,,,
GANG 001,Gang Starr,Jazz Thing,Not On Label (Gang Starr),"12"", Unofficial",3,0,2152959,Hip Hop,2010-06-06 05:11:41,,,
none,Stars Of The Lid,Carte-De-Visite,Not On Label (Stars Of The Lid Self-released),"CD, Ltd",5,2007,1143841,Ambient,,,,
CCR001,Carl Craig,Volume One,Not On Label (Carl Craig),"2x12"", Unofficial, Comp",5,2004,291864,Techno,,,,
942.A193.140,CocoRosie,Lemonade,Not On Label (CocoRosie Self Released),"7""",5,2010,2262976,Folk,2010-05-25 04:33:45,,,
none,"Gaslamp Killer, The Featuring Kutmah",I Spit On Your Grave,Obey Records,"CD, Mixed",5,2008,1287600,Hip Hop,,,,
OPTCD002,Various,Mark Pritchard Presents....Feel The Spirit,Optimum Sounds,"CD, Comp",5,2006,881671,Folk,2012-01-02 13:15:03,,,
KKR 002,Dillinja / Lemon D,Acid Trak / One Out Of Many,Pain,"12""",4,1997,252,"Rave, Jungle & Drum'n'bass",2010-06-06 06:54:49,,,
PMC 1267,"Beatles, The",Rubber Soul,Parlophone,"LP, Album, Mono, Ern",4,1965,375379,Rock,,,,
697-120-077-1DJ,Group Home,Livin' Proof,Payday,"12"", Promo",4,1995,146267,Hip Hop,,,,
697-120-078-1,Group Home,Suspended In Time,"Payday, FFRR","12""",4,1996,372318,Hip Hop,,,,
697-124-011-1,Jeru The Damaja,The Sun Rises In The East,"Payday, FFRR","2xLP, Album, Ltd",5,1994,101333,Hip Hop,,,,
PFG012LP,"Detroit Escalator Co., The*",Black Buildings,Peacefrog Records,"2xLP, Album",5,2001,42271,Techno,2011-04-15 02:35:15,,,
PFG022,Jello,Chamchimzee,Peacefrog Records,"12""",4,2002,1461583,Electronic,2010-06-05 03:14:08,,,
PFG046CD,Stasis,Past Movements,Peacefrog Records,"2xCD, Comp",3,2003,227539,Techno,2010-03-01 08:10:06,,,
PPRO 3VS,Special Forces,Something Else... The Bleeps Tune,Photek Productions,"12""",4,1999,5963,"Rave, Jungle & Drum'n'bass",2010-01-21 03:48:11,,,
PPROD1202,Special Forces,Special Forces / Propaganda,Photek Productions,"12""",4,1998,373,"Rave, Jungle & Drum'n'bass",,,,
"PE95281-1, PE65281-1",Paperclip People,4 My Peeps,"Planet E, Planet E","12""",4,2005,502279,Techno,,,,
ZIQ034,Kettel,Atomic Tadley / APM,Planet Mu,"7""",3,2001,8445,Electronic,,,,
ZIQ043,Kettel,Tadley Management EP,Planet Mu,"12"", EP",4,2002,39169,Electronic,,,,
ZIQ047,Luke Vibert,Homewerk,Planet Mu,"12""",3,2002,34189,Electronic,,,,
ZIQ049,Nautilis,Sketches Vol. 1,Planet Mu,"12""",5,2002,34191,Electronic,,,,
ZIQ325,Ital Tek,Nebula Dance,Planet Mu,"LP, Album",5,2012,3967515,Electronic,2014-07-05 01:55:25,,,
PLATCD190,"Amorphous Androgynous, The*",A Monstrous Psychedelic Bubble Vol 1 - Cosmic Space Music,Platipus,"2xCD, Comp, Mixed",5,2008,1587086,Mixes,,,,
PLG-2008,B.T. Express,Express (Kenny Dope Remix),Plaza Records,"12""",3,2004,381058,Funk,,,,
PLG76LP,Flying Lotus,1983,Plug Research,"LP, Album",4,2006,835393,Electronic,2011-12-23 05:08:49,,,
PLUS8014,Speedy J,Rise,Plus 8 Records Ltd.,"12""",,1991,5647,Techno,2010-06-07 12:54:53,,,
2459 392,Jimi Hendrix,Hendrix In The West,Polydor,"LP, Album, RE",3,1980,694011,Rock,,,,
2459 397,Jimi Hendrix,The Cry Of Love,Polydor,"LP, Album, RE",4,1980,636231,Rock,,,,
2480 005,Hendrix*,Band Of Gypsys,Polydor,"LP, Album, RE",4,1980,432482,Rock,2010-06-05 09:42:18,,,
277 983-4,Feist,Metals,Polydor,"CD, Album, Ltd",4,2011,3140716,Rock,2011-10-15 10:51:20,,,
829 417-1,Various,James Brown's Funky People,Polydor,"LP, Comp",5,1986,591230,Funk,,,,
PD-2-3004,James Brown,Get On The Good Foot,Polydor,"2xLP, Album, Gat",5,1972,224448,Funk,,,,
2383 539,"Cure, The",Three Imaginary Boys,"Polydor, Fiction Records","LP, Album",4,1979,713209,Rock,,,,
2442 163,"Cure, The",Three Imaginary Boys,"Polydor, Fiction Records","LP, Album",5,1979,1394289,Rock,2010-06-06 04:21:31,,,
"PD 5063, PD-5063",Candido,Drum Fever,"Polydor, Polydor","LP, Album",4,1973,405114,Latin,,,,
PSR-0001,Orange Krush,Action,Prep Street Records,"12"", RE",,0,3400250,Hip Hop,2013-08-18 06:40:16,,,
PS-2014,Biz Markie,Pickin' Boogers,Prism,"12"", RE",4,1999,1323467,Hip Hop,2013-08-18 06:39:23,,,
PRO 002UK,Various,Connexions EP,Prototype Recordings,"2x12"", EP",3,2000,4419,"Rave, Jungle & Drum'n'bass",,,,
PRO 009,Optical,Moving 808s / High Tek Dreams,Prototype Recordings,"12""",4,1997,1757,"Rave, Jungle & Drum'n'bass",,,,
PRO 010,Cybotron Feat. Dillinja*,Light Years / Revelations,Prototype Recordings,"12""",4,1997,2783,"Rave, Jungle & Drum'n'bass",,,,
PRO 014,"Ed Rush, Optical & Fierce",Cutslo (Lokuste Mix) / Alien Girl,Prototype Recordings,"12""",3,1998,832,"Rave, Jungle & Drum'n'bass",,,,
QS12102,Freeform,A.T. Home EP,Quatermass,"12"", EP",3,2001,7086,Electronic,,,,
RS   94045 X,69,Jam The Box,R & S Records,"12""",3,1994,22466,Techno,,,,
RS   99164,Lemon D,Two Techniques,R & S Records,"12""",5,2000,20878,"Rave, Jungle & Drum'n'bass",,,,
RS 21183,Lemon D,B Boyz Revenge / Why?,R & S Records,"12""",5,2001,6993,"Rave, Jungle & Drum'n'bass",,,,
RS 9201,"Aphex Twin, The*",Digeridoo,R & S Records,"12"", RP",4,2006,2097550,Electronic,2010-05-14 07:54:23,,,
RS 9209,Aphex Twin,Xylem Tube E.P.,R & S Records,"12"", EP, RP",3,2006,1333386,Electronic,2010-05-14 07:53:06,,,
RS 93023,Sun Electric,O'locco,R & S Records,"12"", RE",3,1993,61862,Techno,,,,
RS 94048,µ-Ziq,PHI*1700 (U/V),R & S Records,"12""",3,1994,66926,Electronic,,,,
RS 94048 CD,µ-Ziq,Phi*1700 [U/V],R & S Records,"CD, Maxi",3,1994,66919,Electronic,,,,
RS 95035 CD,"Aphex Twin, The*",Classics,R & S Records,"CD, Comp",3,1995,2702,Techno,,,,
RS 96084,Model 500,I Wanna Be There,R & S Records,"12""",5,1996,31032,Techno,,,,
"RS 95035 X, RS 95035","Aphex Twin, The*",Classics,"R & S Records, R & S Records","2xLP, Comp, Ltd, Aqu",3,1995,62679,Electronic,2010-06-05 03:16:27,,,
"RS1206LP, RS1206CD, RS 1206LP",Lone (2),Galaxy Garden,"R & S Records, R & S Records, R & S Records","2xLP, Album + CD, Album",5,2012,3573363,Electronic,2013-09-29 07:35:57,,,
TMT-1 CD,Silent Phase,(The Theory Of),"R & S Records, Transmat","CD, Album",5,1995,4682,Techno,,,,
"RS1405LPLTD, RS1405",Lone (2),Reality Testing,"R &amp; S Records, R &amp; S Records","2x12"", Album, Ltd, Yel",4,2014,5796871,Electronic,2014-06-27 02:21:27,,,
RSP 003,Mr. Complex,Visualize / Why Don't Cha,Raw Shack Productions,"12""",4,1997,229925,Hip Hop,,,,
088 155 996-1,Common,1999 / Like They Used To Say,Rawkus,"12"", RE",4,2002,332124,Hip Hop,,,,
RAZORS 004,Goldie / J • Majik*,Kemistry V.I.P. / Your Sound Remix,Razors Edge,"12""",5,1997,17720,"Rave, Jungle & Drum'n'bass",2010-03-15 05:20:45,,,
RAZORS 006,Digital & Spirit / Digital,Mission Accomplished / Far Out Remix,Razors Edge,"12""",4,1998,5054,"Rave, Jungle & Drum'n'bass",2010-06-06 06:32:10,,,
07863 65118-1,"Jimmy Castor Bunch, The",It's Just Begun / Troglodyte (Cave Man),RCA,"12""",5,2002,322207,Funk,,,,
CM 42419,Django Reinhardt,"""Nuages""",RCA,"2xLP, Comp, Gat",5,0,3814646,Jazz,2013-08-18 08:58:53,,,
74321851632,Gil Scott-Heron,Pieces Of A Man,RCA Victor,"CD, Album, RE, Dig",4,2001,1737960,Soul,2010-09-04 09:26:39,,,
REACTLP71.,Various,True People: The Detroit Techno Album.,React,"5x12"", Ltd + Box, Album, Comp",5,1996,43919,Techno,,,,
REACTLP99,Various,Artcore 3,React,"3xLP, Comp",4,1997,85570,"Rave, Jungle & Drum'n'bass",,,,
rivet 138,Sonar Circle,Free Spirit ,Reinforced Records,"12""",4,2000,2886,"Rave, Jungle & Drum'n'bass",,,,
CAT 009 LP,Caustic Window,Compilation,Rephlex,"3x12"", Comp",3,1998,23063,Electronic,,,,
CAT 011,Kinesthesia,Kinesthesia Volume 1,Rephlex,"12"", EP",3,1993,990,Techno,,,,
CAT 013,µ-Ziq,Tango N' Vectif,Rephlex,"2xLP, Album",4,1993,35217,Electronic,,,,
